Random Complaint,Tone Severity,Case Severity
"XXXX XXXX sent me damaged goods, I showed the goods to another manufacture based in LA XXXX XXXX, who are the largest manufactures for this type of product in the US, and they confirmed the goods were not sewn properly and needed to be discarded. 

I sent the letter from XXXX XXXX XXXX bank of America, they denied the claim because the letter from XXXX XXXX wasn't on "" Stationary '', as XXXX XXXX is a small business owned and employs minorities, he puts all his money back into his business and never saw the need to hire a graphic designer to make him stationary and yet Bank of America refused to accept this, and refused to listen to him because of this. 

In response to claim # XXXX that I previously filed with the CFPB about this, they responded by sending me an electronic message stating that they would be sending me a paper letter with an explanation as to why my claim was denied, and that if I want to find out earlier, I can call a number with an extension. 

I called the number, and extension, and left numerous messages, and never received a call back, neither did I ever receive a letter explaining the reason they denied my claim. 

I didn't follow through on this until now as this whole experience was just so upsetting and frustrating. 

Any help extended in this matter would be greatly appreciated. 

Thank you. 
XXXX XXXX XXXX XXXX XXXX",3,2
"I have frequented this location several times to purchase construction/renovation materials. I have received the first few orders. However, since XXXX of XXXX I have purchased flooring, windows, interior doors, exterior doors, bathroom vanities, a kitchen cabinet, microwave and oven range that has not been delivered. Including a partial delivery for lumber - missing items. I have been promised delivery on several occasions and have yet to receive my full delivery. This order totals approx XXXX XXXX. What seemed to be a reputable business has turned into a scam, it is also believed that the employees are being paid "" under the table '' and some have since quit or been fired after not being paid. 

I opened a chargeback request through my bank of america account and was temporarily issued a credit while and investigation took place. I logged into my app and noticed they have since reversed the temporary credit stating they have received a contract. I have never signed a contract with these individuals and have photo and video proof of merchandise not being delivered.",3,2
XX/XX/XXXX original purchase date Purchase a chair approx {$370.00} with special financing. Contacted creditor XX/XX/XXXX attempting to pay off this debt I requested information on how payments were applied so confirm the applicable amount that was need to pay off this debt ahead of the fixed term to pay for the item in full The representative provided the information and I made the payment believe he said it would take a billing cycle for the debt to fall off. I waited as instructed and the item did not fall off so I call back in XXXX and get another rep. Todays this matter has not been resolved. Wells Fargo BObs discount furniture is operating under predatory lending practices. Scam,3,2
"Account blocked without reason or previous notice Date : XXXX Account : XXXX Card Number : XXXX Case Number : XXXX After making 5 XXXX transfers from my own accounts : # XXXX # XXXX # XXXX  # XXXX # XXXX My Citibank account was closed without any reason and I can not access my account anymore it says that my account is inactive now. 
They have not responded to any of my calls or other communication other than the email attached with my case number. 
I need my money now, and I would like to regain access to my account.",3,2
"Received first phone call from XXXX ( saved in my contacts as my Bank number ) at XXXX, informing there was fraudulent activity of someone trying to open an account in XXXX XXXX and performing XXXX XXXX. They gave me a cancellation code and said another rep from the XXXX department will call to get information in order to help track the fraudulent activity. Received another phone call from same number at XXXX. "" Agent '' introduced himself as XXXX XXXX ID # XXXX, explained there were 2 transactions that were placed in my name. He instructed me to send money to "" XXXX '' and "" XXXX '', the first for XXXX and the second for XXXX. This had to be done this way to track the fraudulent activity. He was very aggressive and made me very nervous- at one point I asked him to hold and I called my bank on husband 's phone and when I hung up to get a phone call back he said that he could see in his system that I had called and that sinceI requested to speak to another agent, he would have to hang up and my account would be unsecured.

Told me to not access the account for 24 hours. Called me the next days but when I confronted him he hung up.",3,3
On XX/XX/XXXX th my account had a negative balance causing an overdraft fee. Instead of my bank declining further automated charges they allowed them to process sending my account into a lower negative balance. A total of three charges were allowed to clear although I didnt have the funds available in my account. Chase then turned around and charged me an overdraft fee of {$34.00} each for all three of those charges. Mind you two of the charges were lower than the fee itself as one charge was {$16.00} and the other was {$24.00}. My account was now in the hole over {$200.00} with most of that being overdraft fees. I cant afford that. Its ridiculous how predatory these banks are. I am currently in the process of switching to a bank that does not have overdraft fees because I cant afford being charged an overdraft fee for a charge you knew I didnt not have the funds for in the first place. Shame on you for your capitalistic strategies to take money from those who dont have it to begin with.,3,2
"I was scammed out of {$900.00} on XX/XX/2023. It was two transactions of {$450.00}. I have requested copies of information that Citibank used to do the investigation and they have not provided me with any. They have sent me a letter that does not pertain to anything that I have requested from them. I contacted citibank on XX/XX/2023 to send me copies of documents they used for my investigation. Instead of doing what I asked for, for the 5th time, the employee had opened another case without my knowledge. Citibank has not been able to provide me with any proof of the investigation because nobody is actually doing their job properly. They refuse to give my money back. I have filed police reports and taken every step to prove that I was scammed but Citibank has continued to be as unhelpful as possible. They have not provided any proof of any investigation. The letter they keep sending ( attached ) even states that I am entitled to that information. They have truly been such a continuous failure as a company. I ask them to send copies of the information used in the investigation and they keep opening a case. I want this issue resolved by people who can actually do their job.",3,3
"I initiated a balance transfer with Chase on XX/XX/23 of {$5000.00} for a 12 month promotional 0 % interest. I did this online. 

I received my XXXX bill with interest, so called in to make sure the promotion was in effect. I was told it was, but due to the terms of the balance transfer interest was charged on new purchases from the date of purchase instead of a traditional billing cycle. I said I was not told this, and they explained the agent had to go over these disclosures on the phone before allowing it to go through. It took two explanations from myself that it was not done with an agent but online before she said that I still acknowledged this would happen. 

I humbly admitted I'm sure did not read XXXX & XXXX 's of something like this before hitting "" Accept ''. I asked to be emailed a copy of what I signed. It was stated that it could not be provided. 

Now, at this point I decided would just use another card for regular purchases to completely avoid this in its entirety. However, tracking down the all the pieces the card was tied to was problematic. But when charges came through, I made immediate payments to clear those charges to ensure no interest would be charged. 

However, I am now learning that Chase has been applying my payments with significantly higher priority to my brand-new 0 % balance transfer instead of the purchases that I had made that would be accruing interest. In addition, you are not able to see how your payments are applied in this fashion until your next statement when that interest has already been accrued. 

For my XXXX payment of {$2300.00} to clear all non-balance transfer charges, {$500.00} of that was used towards the 0 % balance. This is clearly in an effort to force the consumer to pay interest on their purchase. At a XXXX, {$450.00} would be the needed amount paid by month to have a this {$5000.00} transfer paid off in the 11 months by its due date. To take even more than this is blatant manipulation of payment to force consumers to pay interest.",3,2
"THe bank of America closed my account completely without showing me the reason. A job scam happened to me by transferring {$350.00}. And this story. here is the story I know it later after the bank closed my account "" During the past two weeks, I was exposed to a fake recruitment on the XXXX program, where the name of a well-known company, resource-innovations, and the name of the human resources character, XXXX XXXX XXXX, was impersonated to talk to me as the one who hired When did you find out it was a hoax? On Monday, XXXX XXXX, I wanted, like every day, to open XXXX, because it was the means of communication between me and the human resources employee and the equipment seller on a channel called XXXXAt that time, I did not see the presence of the two channels and no trace of the talks. As a searcher for a better job, I found it a golden opportunity with all these benefits, so I entered the telegram, found the channel, and she spoke to me and said that she was XXXX, and she said I will interview you, and the interview was all about designing 10 questions. And I answered it. She asked me about my experience and the companies I had previously employed. And then she said give me half an hour to respond to you with our decision. Exactly half an hour later, the response was : Congratulations, you have been accepted into our team. She sent a list of hardware and software that I would need for remote work.Then she told me that you have to communicate with a channel on XXXX called XXXX XXXX, she said that he is the customer who will provide the devices, send him the list, and we will send you a check for {$3500.00}, as a deposit check. Print it, sign it and copy it in the bank, then send the amount to the seller. She sent me a check for the wrong amount in letters different from numbers, so I told her : She said I will send another. So she sent a new check. I put it in the bank and it was going to reach me on Wednesday at ten in the XXXXXXXX  said it will be late for you, do you have XXXXXXXX XXXX  I said yes. She said : Send it to the seller to send you the devices until the check arrives. I already sent the amount and XXXX sent me the receipt. On the second day : I found that my bank account was not opened at all. I called the bank and they said that they closed my account permanently. I talked a lot, and they did not say the reason. I went to the bank myself, they said there was a suspicious process and the check was withdrawn, so we closed it directly, and it will not be returned. I spoke with XXXX. She said : Didn't they say why? Long talk, I'm trying to shorten it. My history with banks is clean from XXXX  in XXXX, what is happening? I spoke to the XXXX XXXX about what happened. XXXX spoke to me. She said the check was withdrawn so that we can send you a direct amount to your account, and we will hold the bank accountable, because I told her that I was harmed because of you. She said we will solve the issue. Open an account in another bank. And I opened an account. And my exploitation containued that she would send you the devices. I told her that I do not have any money and that you must buy the devices yourself and send them to me. I began to have doubts, but it was the first time to work remotely. I was very happy with the job that would change my life, and I submitted my resignation from my previous job, and I really regretted that. 
What made me even more confident was when I asked the XXXX Employment Office if the company was real, and you said it looked like it. I am very sad about what happened. Especially when I was shocked by the complete disappearance of the channels, and they promised me that they would send me the equipment to work this week. Every day I used to sit in the morning and tell them good morning to be a regular and disciplined employee, but they deceived me. Too many details I can't write, I signed a contract with them and I will send everything I can keep here. '' In the end, the bank did not give me any opportunity to find out the reason for closing my account completely before I discovered the fraud, and I was not given the opportunity to explain and discuss it. I demand that the amount be refunded and that I be given credit.",3,3
"XX/XX/2023 at XXXX I got paid for work, for a job that I did via a XXXX payment in the amount of {$1000.00}, confirmation number : XXXX. The Payment ID : XXXX. I immediately got the notification & immediately logged into my XXXX XXXX Account, that has my Bank Of America account linked, to transfer the full {$1000.00}. It landed in my XXXX XXXX Credit Card instead of my checking account, because it was said that when I transfer from their end instead of Bank of America it can't go directly to my credit card. I contacted XXXX XXXX Credit Card customer service the next day when I noticed that issue. When I called XXXX XXXX, to request them to get understanding and then to request that they send the {$1000.00} to my checking account as it was intended to go to from the beginning, they said sure but they had to call Bank of America on three way to verify the funds were clear. We made the call, and on XX/XX/2023 the very next day Bank of America confirmed with XXXX XXXX that the funds were cleared as the day before, XX/XX/2023. XX/XX/2023, Bank of America was still using the {$1000.00} that was cleared XX/XX/2023, that I transferred on XX/XX/2023 immediately and the {$1000.00} showed up on my XXXX XXXX Credit Card same day right away. XX/XX/2023 Bank of America send an email ( that I didn't see until days later after seeing XXXX subtracted {$1000.00} from my account ) saying I didn't have enough money in my account. XX/XX/2023 XXXX XXXX sent a notification saying the "" funds transfer has been returned to XXXX XXXX '' from Bank of America to XXXX XXXX in the amount of {$1000.00} and said return reason was "" Insufficient Funds. '' We called on three way to try and handle the situation, Bank of America said I could add XXXX XXXX to the account so that I could transfer the money back to them, I tried to do it while they were on the phone and it said that I couldn't link the account both times that I tried although I've transferred before. So I took {$960.00} out of my Bank of America while on the phone and put it on my XXXX card, leaving {$39.00} in my Bank of America account and waiting until it cleared so that I could withdraw what was left and close the account. I then transferred that money immediately to my XXXX XXXX Checking ( I already had money in that account ). All this to say, Bank of America was double dipping in that money, causing XXXX XXXX to charge me an extra {$1000.00} on my credit card which also made my credit card balance be maxed out messing up my credit when I just got my credit to go up a lot of points, and because the "" changed their mind '' about my funds being cleared a day before and decided to hold on to those funds. The {$1000.00} was reversed from my checking and credit card. Also, I made a cash deposit into Bank of America in the amount of {$130.00} and immediately withdrew {$120.00} the same day. Bank of America has on my statement that I deposited {$130.00} on XX/XX/2023 and withdrew {$120.00} on XX/XX/2023, how is any of that even possible. Summary : I am demanding that money back for that bad mishandling of money and having me to have to lose {$1000.00} that I was saving, also, putting wrong dates of transactions, withdraws and deposits, changing dates. Causing all this stress for the past month, for me losing money to drive around not only to Bank Of America, but all the way from XXXX to XXXX NC to XXXX XXXX, losing money by transferring from XXXX immediately, causing my credit card to Max out, my credit score to drop points, printing out all of my transactions from my end, slowing down my process of having that money for a deposit on a place, potentially delaying my process of having a good standing relationship with my new credit card and more.",3,2
"I have been asking Bank of America to apply the refund that I got from the Vendor ( XXXX ) because of a canceled transaction. The cas been dragging on ever since XX/XX/2023, and no refund has been applied. I reached out to the Vendor ( XXXX ) who provided me with paperwork, and I sent it to the Bank, but they keep closing the case. The Vendor can no longer refund me as the money sits at the Bank ; however, the Bank refuses to apply for the refund to my account.",3,2
"XX/XX/23 - XXXX pm XXXX received an email Wells Fargo was closing our account. Stated "" the business decision has been made to end our relationship ''. 
XX/XX/23 - XXXX am PST learned that Wells Fargo had closed all our accounts ( XXXX savings, XXXX checking, XXXX credit card, XXXX loan and XXXX IRA ) all accounts were on a hard freeze without explanation - XXXX am we met with our local Personal Banker, XXXX XXXX XXXX XXXX. She was unable to get an explanation from anyone at Wells Fargo as to why they froze our accounts and ended their relationship with us. 
- From XXXX am - XXXX pm that day, we attempted to be escalated to the highest dept. within the Fraud Department and the Customer Advocacy Department. All anyone would tell us was that the bank made the decision and there was not reason why. At this point, we hired an Attorney to look into our criminal record, banking records and credit report to see if there was any red flag our fraud. Our Attorney found nothing. 
XX/XX/23 - XXXX am, met with our local XXXX XXXX, XXXX XXXX XXXX XXXX. WF released {$2800.00} of our assets to us, but made us accept cash. There was still not explanation as to why this is happening. 
XX/XX/23 - Received a call from the Wells Fargo Fraud Department, they still will only say they ended their relationship with us. No explanation given, our funds are still frozen.",3,3
"I have filed a dispute with the dispute department against XXXX for items I did NOT RECEIVE. The purchase is dated XX/XX/XXXX, posted XX/XX/XXXX in the amount of XXXX. Case # XXXX When I contacted the XXXX to cancel he advised me to contact customer service and when I did, customer service advised me they can not cancel or reimburse me. I contacted them 3 separate time and they stated Im not eligible for a reimbursement although I didnt receive the items and the order not being canceled correctly. Due to them not providing me assistance and denying my request to cancel I decided to dispute it through citi, my bank. I DIDNT receive the items and order was closed, Citi has allowed for the transaction to still go through. They are allowing fraud on my account. 

When I called today I was told I can only appeal the dispute by mail, which takes 5 business days to receive and another 5-10 business days to process. So I have to wait almost a month for reimbursement on a dsipute they did not handle correctly to begin with. 

I recently received funds from a family member and I can not even access the funds due to their negligence because it all went to that negative amount and its putting me in an even deeper financial crisis. 

All I wanted was for them to dispute that charge and not allow fraud for failed services to my account and they are not willing to help and provide a 3-4 week turn around time.",3,2
"I had a {$400.00} XXXX XXXX XXXX Credit Card with Wells Fargo and I went to XXXX  on XX/XX/XXXX  and was NOT released until XX/XX/XXXX  During the time I was in XXXX  I was charged {$1500.00} for a Rental Car that was returned in the middle of XXXX obviously it was NOT an authorized Charge. I'm not going to pay for a Debt that does not belong to me I have tried to dispute it several times without any luck. Now that the Debt is over 5 years old I contacted the company to notify them that the debt was beyond the statute of limitations in Texas but they still claim it is a valid debt they are reporting to the Credit agencies. 
The Company keeps changing the Limit from {$400.00} to {$1500.00} in an effort to make it appear to be a current debt this has made it very hard to get any kind of credit and has caused me nothing but trouble. The most recent letter in the past month still says that it is properly being reported to the credit agencies. After 5 years I would just like the company to remove the debt from my credit report as I'm unable to be responsible for a debt charged while I was in jail and now that it is beyond the statute of limitations I want it removed.",3,3
The existence of a derogatory rating on my account is causing me significant concern. I am deeply worried about its potential impact on my credit. It has already resulted in the denial of a recent loan application and an increase in the interest rates on my existing credit accounts. I want to emphasize the XXXX financial and emotional distress that this negative rating has caused me and will continue to cause until it is resolved.,3,3
"Yes I took my phone to the shop and forgot my card and other info were in the back of my phone. I got my phone back on XX/XX/23 and logged into my Wells Fargo account and seen a slew of atm transactions that were not made by me that day they were posted on XX/XX/23. The anmounts were 6 charges for {$500.00}, 3 charges for {$200.00}, and 1 for {$180.00} Immediately after recognizing the issue I contacted the bank to let them know. I was told that I would receive a temporary credit and never received it. I was told I would be contacted 10 business days later and was never contacted just and automated email. Finally I decided to call them and was told that my case was denied because they determined that fraud didnt occur. I know that under federal law I have two business days to contact the bank and I will not be liable for more than XXXX dollars.",3,3
"Below is a summary letter and request I delivered to Chase. At the Chase branch, around XXXX XXXX XXXX XX/XX/XXXX, I was placed on a call with a back office operations representative named XXXX who stated he could not tell me the status of the amendment or recall and that it could take 8 business days for Chase to review ( as opposed to the 24-48 hours a prior rep had stated. ) I requested an escalation point and he refused. I requested contact information to submit a complaint and he said he was it ( and when I said there should be another contact, like an ethics line, he refused to provide it. ) I asked if there was a way for me to obtain a copy of the recorded call that were were on and he said no. I asked if he could provide contact information for me to provide a formal notice to Chase and that was also denied. 

Re : Wire Transfer XXXX To whom it may concern : I initiated a wire transfer XX/XX/2023, from my XXXX account to a Chase account. Later the same day, I realized that I had transposed 2 digits on the intended recipients account number and immediately contacted XXXX via phone and secure message center. I am seeking a status update on the wire amendment and recall mentioned below and clarification on Chases process for handling these issues and the expected timeline to resolution. I also request Chase examine how this wire transfer was completed when the full name and account number ( with business name noted in the wire ) could not have matched the unintended recipients name, business name, and account number, and explain how wire transfers complete in violation of your policy ( per the Chase representatives statement below ) are addressed. 

By way of background, On XX/XX/2023, the following took place : I called XXXX at XXXX XXXX XXXX advised they could issue an amendment to rectify the issue. XXXX issued an amendment to the wire transfer at XXXX XXXX  XXXX suggested I reach out to Chase and notify Chase of the issue. 
I called Chase and spoke to a representative at XXXX XXXX XXXX. This Chase representative explained that if the information on the wire transfer did not match, the wire would be rejected. She stated it is Chases policy to verify that the name and account numbers match and to reject the wire if there is an error. In this case, the name of the intended recipient would not match the name of the unintended recipient. 

On XX/XX/2023, the following took place : I called XXXX at XXXX XXXX XXXX for an update. XXXX advised me that they had not received any communication or update from Chase and suggested that I reach out to Chase directly. 
I called Chase at XXXX AM EST and was informed Chase will not provide me any information about the wire because I am not the intended or unintended recipient. 
I reached out to the intended recipient, XXXX XXXX, and requested she contact Chase for an update. XXXX contacted Chase.

Chase informed XXXX that the wire had already been deposited into an unintended recipients account despite the wire information not matching. Chase does not provide her with any recourse. 
I call XXXX again to convey what Chase told XXXX and check the status of the amendment. XXXX informs me there is no update from Chase. 

Today, XX/XX/2023, the following took place : I called XXXX at XXXX XXXXXXXX XXXX for a status update. This XXXX representative issues a recall at XXXX XXXX based on yesterdays developments. 
I called Chase at XXXXXXXX XXXX informing Chase of the recall and asking for a status update. I am again told Chase will not provide me any information. 
XXXX called Chase and was not provided an update. 

I respectfully request the information noted in my first paragraph. Please note that I am not requesting the personal information of the unintended recipient or of XXXX XXXX, the intended recipient. I can be reached via telephone at XXXX or via email at XXXX. 

Thank you, XXXX XXXX",3,3
The existence of a derogatory rating on my account is causing me significant concern. I am deeply worried about its potential impact on my credit. It has already resulted in the denial of a recent loan application and an increase in the interest rates on my existing credit accounts. I want to emphasize the severe financial and emotional distress that this negative rating has caused me and will continue to cause until it is resolved.,3,3
"I am writing to express my deep dissatisfaction with the lack of response and action regarding my attempts to adjust the principal balance on my account. In the months of XXXX, XXXX, and XXXX of XXXX, I sent multiple checks and clear instructions via certified mail to request these adjustments, and to my utter frustration, none of them seem to have been acknowledged or processed. 

I have reached out to your customer service on numerous occasions in an effort to follow up on these requests, but I am yet to receive any tangible results or even a satisfactory explanation for the delays. It is incredibly disheartening to be met with such indifference and inaction from an institution that I have entrusted with financial matters. 

I would like to draw your attention to my concern that pursuant to 18 USC 8, I am not in debt, and all of my accounts should be considered prepaid, as per the XX/XX/XXXX act. Therefore, I am left baffled as to why my simple requests for adjustments have not been addressed promptly and efficiently.",3,3
"I have accounts at BOA, I got scammed and sent money to the scammer three different times via wire transfers. The first transfer was completed with payment of {$24000.00} to an individual account on XXXXXXXX XXXX from online banking on XXXX  The second transfer was completed with the amount of {$35000.00} on XX/XX/ and the third transfer was completed with the amount of {$30000.00} on XXXX Those XXXXwo transfer sent to the same account of BOA. the account name was under "" XXXX XXXX XXXX '' which is a property management company. The scammer told me I am making payments to XXXX XXXX XXXX XXXX This is totally scammed. I found all true information via XXXX XXXX after I made all money transfer. I called back a week later to refund my money or cancel the transaction. They say they can only try with first transaction ( {$24000.00} ) since this was made on online backing. Other two transactions are not possible even though it was transferred to the same bank ( BOA ). Please help me to get a refund my money. I have all evidence that supports I got scammed. I got scammed by people in XXXX. they left me with bunch of debt and broke my heart.",3,3
"Third Party Loan check was issued on my behalf from XXXX. The check did not have correct complete information regarding my XXXX XXXX  to Wells Fargo, XXXX XXXX. Check was cashed and deposited into Wells Fargo general vehicle loan account. Wells Fargo will not return the funds to XXXX or work to apply it to the correct Wells Fargo XXXX  XXXX. I have pleaded with XXXX and they state there is nothing they can do since the check was cashed by Wells Fargo. I am attaching a copy of the cashed check and the vehicle purchase agreement.",3,3
"I had a conventional loan with Wells Fargo back in XXXX. I tried refinancing the load with them in XXXX. The refinance was denied and my home was short-saled. I was denied by Wells Fargo when I should have been able to refinance and keep my home. Wells Fargo preyed upon me, fraudulently denied my refi and I lost my home.",3,3
"My fianc and I are set to close on our first home on XXXX, and we are stuck in an urgent situation with our Wells Fargo mortgage. We are reaching out in the hope that you can help us, because the Wells team we're working with are not able to.

Here is the story : 1. We transferred $ XXXX of assets for the Relationship Discount 2. A Wells Fargo employee issued incorrect contracts ( the interest was calculated without the Relationship Discount ) 3. XXXX XXXX sent those incorrect contracts to my fianc to sign 4. My fianc signed those documents on the understanding that they were the correct documents 5. I have not yet signed the documents Our mortgage broker has advised that Wells Fargo is reneging on the relationship discount completely. Wells Fargo is taking the completely illogical position that because one party has signed the agreement, the only way to change it is to cancel the transaction and start again. 

At $ XXXX over the 30 year, that would cost us {$140000.00}.",3,3
"My bank account was hacked by someone who stole {$16000.00} over the course of 7 months from my business checking account at XXXX XXXX. Wells Fargo is the originating bank. Their client is XXXX, which is where my money was transferred to. I have filed an incident report with XXXX XXXX Sheriffs Department. Below is the list of dates & amounts taken from my account. 
XX/XX/XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",3,3
"I don't remember the date in 2013, but I deposited a check that was sent to me for working & my funds were held. then I was blacklisted. It took a decade for another bank to send my money to me, but I still haven't received anything from this one. Im guessing what made them act right is, I started to file a discrimination suit because these banks don't do that to everybody. [ if you get me ]. Another bank owes me money as well, in another area. XXXX. this is why I stopped making any other bank accounts because its too much shady stuff going on.",3,2
"I have credit issued to me for an overpaid balance. They are refusing to return that amount. I have fought with them over the phone numerous times. They keep hanging up on me and I have not received the amount! 

Citicards.com.",3,3
"I ordered a new card and it arrived. I activated the card and used the card on-line to pay my rent via XXXX. My labtop has been acting weried so I took it to the repair shop and the computer repair shop founr a remote access XXXX  virus on my laptop. 
This explains why and how is the same charges that are not my charges continues to show up on my card. 

Bank of america XXXX  prepaid card said because i already had a claim within the last XXXX  days that i was not able to dispute these charges. 

i should not be required to pay for something i did not use. i dont understand why bank of americas fraud detection system did not freeze the card untill i verfied. the following are back to back charges that would be inconsistant with any true card owners transactions.

multipule XXXX XXXX back to back transactions for small amounts DATE TRANSACTIONS AMOUNT XX/XX/2023 XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",3,3
"I am writing to express my deep dissatisfaction and frustration regarding an ongoing issue with my Amex Citi Macy 's Credit account. Over the past three months, I have encountered multiple problems when attempting to make payments, and I have received inconsistent and erroneous information from your oversees customer service agents. This has significantly affected my credit and left me in a state of distress. 
The primary issue I have faced is with payment processing. On three separate occasions, I contacted your customer service department to make payments on my account. Each time, I was assured by XXXX customer service agents that the payment would be deducted from my account and promptly posted. However, to my dismay, the payments were not processed, and I received confirmation numbers that were essentially worthless. This left me with the false impression that my financial obligations were met when, in reality, they were not. 

Moreover, the situation escalated when I contacted your customer service department to rectify the payment errors. I was met with inconsistent and confusing responses from different foreign agents. Some of them claimed to have no record of my previous inquiries, while others were uncooperative and unable to provide a satisfactory resolution. It is incredibly frustrating to explain the same issue repeatedly, only to receive contradictory and unhelpful responses. 

The consequences of these payment issues have had a severe impact on my credit score. My financial responsibility and credibility have been unfairly damaged due to the inadequacies of your customer service department. I am deeply concerned about the long-term repercussions this may have on my financial stability and future credit opportunities. 

I kindly request that you take immediate action to rectify this situation. I expect a thorough investigation into the miscommunication and negligence that I have experienced with your overs customer service agents. Furthermore, my credit limit was decreased from {$5000.00} to {$300.00} over mistake from agent who doesnt know what they are doing",3,3
"Wells Fargo claims i missed a payment in XX/XX/2020. They then proceeded to charge me late fees for 3 years because they counted the payments I was making at a month late instead of contacting me about the missed payment. They claimed to have called me, and provided me with a phone record. The phone number listed on the log is the company I am employed at. The team that answers the phone calls is under my supervision. No one at my work received a call looking for me. Not only am I on the company directory where they could have reached me, but the phone rings at my desk when an outside call is made. 
The only conclusion I can come up with is that because they did not ring through to the operator nor did they try contacting me on the phone tree. I was at work for nearly all of the times listed answering the phone at the number provided. If they would have asked if I was available to anyone at the company, I could have been reached. 
They also said that they were not authorized to call my cell phone despite it being listed as my home phone on the loan application ( which I am providing. ) They could not provide me with information telling me how I could have known or authorized the number that I put on my loan application. They provided this as evidence that I was contacted. I can not understand how the number I put on the loan application was not authorized to receive calls about that loan or how I could have been expected to know that it was not authorized. 
They were able to contact me through the postal system to let me know if a payment was short, but did not send me late notifications by mail. Because I was getting notifications when my payments were short, I believed I was caught up when I resolved these payments. 
The can and have contacted me in the mail. I did not receive any postal mail stating I was late in the entire 3 years they were charging me fees. 
Claiming that they did due diligence by trying to contact me only to tell me that they are not authorized to call me at the number on the loan application is not contact nor is it due diligence. Telling me that I was contacted by phone when I was not contacted by phone is a lie. Dialing and not talking to someone is also not contact. Would they do this on a home phone if my daughter picked up? State that they are not authorized to talk instead of asking if I was available so that was contact? 
What makes me most upset is that they have claimed to call when I received no call. I feel completely blind-sided by this and feel like the company has done nothing to lead me to believe that they didn't want this outcome.",3,3
